Mask,SN,X_n (m) (m),Y_n (m) (m),POMKH,cv_rabi_96_3-POMKH-Krig,cv_rabi_96_3-POMKH-Var,kme,ev,ratio
0,270,498399.9144,3369112.56,5.75,6.24194875,4.38290667,-0.49194875,0.242013573,0.055217597
0,271,467017.4643,3397329.295,1.37,3.435667168,4.24858323,-2.065667168,4.266980849,1.004330295
0,272,460086.3561,3393196.964,3.98,1.646383987,3.86974047,2.333616013,5.445763696,1.407268456
0,273,624981.5791,3401238.792,11.72,9.906130121,4.5008393,1.813869879,3.290123938,0.731002313
0,274,628995.5099,3376960.999,6.14,9.383973207,5.39547523,-3.243973207,10.52336217,1.950405056
0,275,621143.4315,3411355.887,11.15,10.07999849,2.87100351,1.07000151,1.144903231,0.398781551
0,276,421775.7818,3368686.297,1.77,4.21845929,5.6156469,-2.44845929,5.994952895,1.067544488
0,277,418925.028,3333120.079,2.49,3.574135996,3.23562724,-1.084135996,1.175350858,0.363252863
0,278,422152.6134,3335436.32,2.17,3.551402959,2.73757617,-1.381402959,1.908274135,0.697067046
0,279,410085.6347,3332080.559,2.72,4.971358576,3.45783662,-2.251358576,5.068615438,1.465834276
0,280,428584.8538,3357649.302,2.48,2.458245351,4.08904126,0.021754649,0.000473265,0.00011574
0,281,397506.7539,3326341.28,5,6.563928508,7.98394941,-1.563928508,2.445872378,0.306348682
0,282,427851.7938,3331457.155,3.94,5.763607457,3.13482744,-1.823607457,3.325544157,1.060838027
0,283,436930.1684,3323120.898,12.18,8.717794747,2.90196037,3.462205253,11.98686521,4.130609549
0,284,433008.5228,3338843.242,5.36,4.221909872,4.15801345,1.138090128,1.295249139,0.311506722
0,285,410911.987,3321730.288,8,4.381073397,5.17402263,3.618926603,13.09662976,2.531227769
0,286,434782.7013,3326827.274,9.05,8.932849267,2.64393173,0.117150733,0.013724294,0.005190866
0,287,417038.0746,3345447.906,3.85,2.892262373,4.08194711,0.957737627,0.917261362,0.224711722
0,288,468130.0421,3413641.59,4.25,4.639597033,4.44549654,-0.389597033,0.151785848,0.034143733
0,289,407352.3441,3341184.855,4.59,3.186799895,4.32993252,1.403200105,1.968970535,0.454734693
0,290,551828.224,3564584.588,4.97,5.996125462,3.68119283,-1.026125462,1.052933464,0.28603051
0,291,558863.6018,3570165.706,5.9,5.259536708,6.72646591,0.640463292,0.410193228,0.060981983
0,292,542069.5835,3550683.285,3.22,2.232448084,3.22228033,0.987551916,0.975258787,0.302661062
0,293,531704.4165,3554340.587,2.77,2.750488109,5.20518227,0.019511891,0.000380714,7.31413E-05
0,294,537728.0806,3555130.939,2.28,2.877626381,3.0117143,-0.597626381,0.357157291,0.118589367
0,295,544797.4004,3556237.344,2.91,3.406154713,3.53313834,-0.496154713,0.246169499,0.069674458
0,296,553961.6515,3557205.651,6.79,4.294488576,3.15822725,2.495511424,6.227577267,1.971858506
0,297,512622.9913,3516889.801,1.75,5.66683944,8.23229643,-3.91683944,15.3416312,1.863590716
0,298,557815.9852,3547373.477,2.55,5.742607294,3.3755152,-3.192607294,10.19274133,3.019610557
0,299,593893.2375,3487441.422,8.25,6.538613079,4.08412776,1.711386921,2.928845193,0.717128691
0,300,592219.0618,3497741.737,3.9,7.216478634,5.19832481,-3.316478634,10.99903053,2.115879814
0,301,570107.9217,3513733.718,3.28,3.615899497,4.55042658,-0.335899497,0.112828472,0.024795142
0,302,561165.2011,3513368.878,1.88,2.977369867,5.1514291,-1.097369867,1.204220625,0.233764379
0,303,566973.1038,3530494.032,6.43,4.841313418,3.53371255,1.588686582,2.523925056,0.714241756
0,304,570863.7334,3537602.336,7.54,5.390546404,4.906126,2.149453596,4.620150761,0.94171058
0,305,558284.8132,3534135.859,1.85,4.003159631,3.73795546,-2.153159631,4.636096397,1.240275987
0,306,561538.8785,3538773.614,4.97,4.222321127,2.86820908,0.747678873,0.559023697,0.194903398
0,307,592542.0854,3461256.856,5.94,6.821318255,3.56184494,-0.881318255,0.776721867,0.218067288
0,308,587173.1075,3470909.855,5.31,6.391493523,3.31442477,-1.081493523,1.16962824,0.352890266
0,309,598253.8842,3472547.589,9.35,8.596334462,4.39485206,0.753665538,0.568011743,0.129244793
0,310,612784.8275,3447752.12,11.35,11.6145428,3.18370316,-0.264542797,0.069982891,0.021981601
0,311,611391.0046,3454357.615,12.05,10.4297397,3.60445873,1.620260305,2.625243456,0.728332228
0,312,574847.532,3494984.58,3.06,3.386830737,4.17046739,-0.326830737,0.106818331,0.025613036
0,313,582869.4166,3480573.842,6.61,4.611847517,3.0525407,1.998152483,3.992613345,1.307964
0,314,578354.8795,3484233.774,3.51,4.95137085,3.25260356,-1.44137085,2.077549927,0.638734444
0,315,565425.9237,3437684.975,10.45,8.511704213,4.18914775,1.938295787,3.756990558,0.896838876
0,316,573573.4786,3432165.858,9.81,9.758256644,4.25158397,0.051743356,0.002677375,0.000629736
0,317,578347.5802,3442729.618,8.7,9.058220536,3.42506329,-0.358220536,0.128321952,0.037465571
0,318,579788.5461,3448343.946,7.05,8.734386461,3.21672023,-1.684386461,2.83715775,0.882003266
0,319,568381.3321,3447832.811,9.85,9.535907279,3.75151478,0.314092721,0.098654237,0.026297174
0,320,550811.9751,3451274.078,5.42,8.255824699,5.8465529,-2.835824699,8.041901723,1.375494563
0,321,559778.0692,3480108.057,8.05,6.174633527,6.07965554,1.875366473,3.516999408,0.578486624
0,322,477135.1336,3523373.13,8.33,6.690314525,8.73792085,1.639685475,2.688568457,0.307689724
0,323,528067.0679,3494906.56,6.8,4.163148382,4.20878591,2.636851618,6.952986455,1.652017138
0,324,498022.2029,3488249.494,8.09,8.139748039,3.02612805,-0.049748039,0.002474867,0.000817833
0,325,456571.288,3508198.686,6.88,6.926244798,7.63432744,-0.046244798,0.002138581,0.000280127
0,326,468017.8481,3507233.237,6.35,7.294303652,6.00559398,-0.944303652,0.891709387,0.148479799
0,327,495255.4307,3493022.434,7.79,7.659372818,3.39053016,0.130627182,0.017063461,0.005032682
0,328,506590.0342,3492407.69,6.42,7.054184416,4.31445193,-0.634184416,0.402189873,0.093219227
